Event ID,Attack Type,Start Time,End Time,Duration (Samples),Avg RSSI
2490,Evil Twin,4054,4054,1,-53.0
2492,Evil Twin,4078,4078,1,-63.0
2494,Evil Twin,4527,4527,1,-80.0
2496,Rogue SSID,5014,5014,1,-77.0
2498,Evil Twin,5402,5402,1,-44.0
2500,Rogue SSID,5423,5423,1,-48.0
2502,Evil Twin,5848,5848,1,-42.0
2504,Evil Twin,6065,6065,1,-42.0
2506,Evil Twin,8724,8724,1,-41.0
2508,Rogue SSID,9770,9770,1,-39.0
2510,Evil Twin,2097,2097,1,-77.0
2512,Rogue SSID,3218,3218,1,-39.0
2514,Evil Twin,3928,3928,1,-65.0
2516,Evil Twin,4876,4876,1,-64.0
2518,Evil Twin,5030,5030,1,-77.0
2520,Rogue SSID,5271,5271,1,-59.0
2522,Evil Twin,5349,5349,1,-56.0
2524,Evil Twin,280,280,1,-88.0
2526,Rogue SSID,3508,3508,1,-46.0
2528,Evil Twin,3804,3804,1,-42.0
2530,Evil Twin,3947,3947,1,-47.0
2532,Evil Twin,4364,4364,1,-72.0
2534,Evil Twin,4963,4963,1,-70.0
2536,Evil Twin,5590,5590,1,-62.0
2538,Rogue SSID,33,33,1,-69.0
2540,Evil Twin,67,67,1,-76.0
2542,Rogue SSID,134,134,1,-51.0
2544,Rogue SSID,1277,1277,1,-74.0
2546,Evil Twin,1824,1824,1,-59.0
2548,Evil Twin,1957,1957,1,-45.0
2550,Evil Twin,2021,2021,1,-59.0
2552,Evil Twin,2051,2051,1,-45.0
2554,Distributional Outlier,2220,3007,75,-69.9
2556,Evil Twin,3070,3070,1,-52.0
2558,Evil Twin,4676,4676,1,-71.0
2560,Evil Twin,78,78,1,-85.0
2562,Evil Twin,120,120,1,-74.0
2564,Evil Twin,726,726,1,-85.0
2566,Evil Twin,6584,6584,1,-83.0
2568,Rogue SSID,9929,9929,1,-83.0
2570,Rogue SSID,10000,10000,1,-79.0
2572,Evil Twin,2085,2085,1,-72.0
2574,Evil Twin,2406,2406,1,-72.0
2576,Rogue SSID,2718,2718,1,-70.0
2578,Evil Twin,2809,2809,1,-73.0
2580,Evil Twin,332,332,1,-89.0
2582,Evil Twin,1622,1622,1,-80.0
2584,Evil Twin,1758,1758,1,-81.0
2586,Evil Twin,2557,2557,1,-81.0
2588,Evil Twin,1864,1864,1,-79.0
2590,Evil Twin,3242,3242,1,-54.0
2592,Evil Twin,3876,3876,1,-81.0
2594,Rogue SSID,4144,4144,1,-74.0
2596,Evil Twin,4260,4260,1,-72.0
2598,Evil Twin,4648,4648,1,-66.0
2600,Evil Twin,4723,4744,2,-79.5
2602,Evil Twin,5257,5257,1,-67.0
2604,Evil Twin,5992,5992,1,-49.0
2606,Rogue SSID,6260,6260,1,-42.0
2608,Evil Twin,8814,8814,1,-46.0
2610,Evil Twin,9050,9050,1,-37.0
2612,Rogue SSID,9522,9522,1,-31.0
2614,Rogue SSID,9718,9718,1,-48.0
2616,Evil Twin,11111,11111,1,-54.0
2618,Evil Twin,3416,3416,1,-66.0
2620,Evil Twin,3514,3514,1,-66.0
2622,Rogue SSID,3714,3714,1,-66.0
2624,Evil Twin,3930,3930,1,-90.0
2626,Evil Twin,4088,4088,1,-81.0
2628,Evil Twin,4165,4165,1,-89.0
2630,Evil Twin,4402,4402,1,-84.0
2632,Evil Twin,5229,5229,1,-89.0
2634,Evil Twin,11190,11190,1,-69.0
2636,Rogue SSID,11276,11276,1,-68.0
2638,Distributional Outlier,643,2079,4,-98.8
2640,Rogue SSID,754,754,1,-86.0
2642,Rogue SSID,6428,6428,1,-80.0
2644,Evil Twin,230,230,1,-73.0
2646,Rogue SSID,615,615,1,-65.0
2648,Evil Twin,672,672,1,-65.0
2650,Rogue SSID,2043,2043,1,-72.0
2652,Evil Twin,2149,2149,1,-64.0
2654,Evil Twin,3102,3102,1,-66.0
2656,Evil Twin,3150,3150,1,-66.0
2658,Rogue SSID,4219,4219,1,-82.0
2660,Distributional Outlier,4353,9574,266,-93.6
2662,Evil Twin,9831,9831,1,-81.0
2664,Rogue SSID,10013,10013,1,-80.0
2666,Rogue SSID,10676,10676,1,-77.0
2668,Evil Twin,10684,10684,1,-74.0
2670,Evil Twin,10711,10711,1,-78.0
2672,Evil Twin,11023,11023,1,-75.0
